iata_code,type,name,scheduled_service
YTG,seaplane_base,Sullivan Bay Seaplane Base,yes
YMU,seaplane_base,Mansons Landing Seaplane Base,no
YAV,seaplane_base,Mayne Island Seaplane Base,yes
YSX,seaplane_base,Bella Bella/Shearwater Seaplane Base,no
YGG,seaplane_base,Ganges Seaplane Base,yes
YTB,seaplane_base,Hartley Bay Seaplane Base,no
YZA,medium_airport,Cache Creek-Ashcroft Regional Airport,no
ZEL,medium_airport,Bella Bella (Campbell Island) Airport,yes
CBC,small_airport,Cherrabun Airport,no
YPB,small_airport,Alberni Valley Regional Airport,no
YBO,small_airport,Bob Quinn Lake Airport,no
TNS,small_airport,Tungsten (Cantung) Airport,no
TUX,small_airport,Tumbler Ridge Airport,no
YWM,small_airport,Williams Harbour Airport,yes
YSO,small_airport,Postville Airport,yes
YBI,small_airport,Black Tickle Airport,yes
YHG,small_airport,Charlottetown Airport,yes
YFX,small_airport,St. Lewis (Fox Harbour) Airport,yes
YHA,small_airport,Port Hope Simpson Airport,yes
YRG,small_airport,Rigolet Airport,yes
KGN,small_airport,Kasongo-Lunda Airport,no
DVK,small_airport,Diavik Airport,no
JOJ,small_airport,Doris Lake,no
ZFW,small_airport,Fairview Airport,no
YJP,small_airport,Jasper-Hinton Airport,no
YLE,small_airport,Whatì Airport,yes
YDC,small_airport,Drayton Valley Industrial Airport,no
NML,small_airport,Fort McMurray / Mildred Lake Airport,no
CFM,small_airport,Conklin (Leismer) Airport,no
KWD,small_airport,Kavadja Airport,no
GSL,small_airport,Taltheilei Narrows Airport,no
XMP,small_airport,Macmillan Pass Airport,no
DAS,small_airport,Great Bear Lake Airport,no
YFI,small_airport,Fort Mackay / Firebag,no
YOE,small_airport,Donnelly Airport,no
TIL,small_airport,Cheadle Airport,no
OKG,small_airport,Okoyo Airport,no
CGA,seaplane_base,Craig Seaplane Base,yes
CGG,small_airport,Casiguran Airport,no
GHK,small_airport,Gahcho Kue,no
CHP,small_airport,Circle Hot Springs Airport,no
LRQ,small_airport,Laurie River Airport,no
YDJ,small_airport,Hatchet Lake Airport,no
YDU,small_airport,Kasba Lake Airport,no
YFL,seaplane_base,Fort Reliance Seaplane Base,no
XCL,small_airport,Cluff Lake Airport,no
YKE,small_airport,Knee Lake Airport,no
SUR,small_airport,Summer Beaver Airport,yes
CKD,small_airport,Crooked Creek Airport,yes
YTT,small_airport,Tisdale Airport,no
YAX,small_airport,Wapekeka Airport,yes
WNN,small_airport,Wunnumin Lake Airport,yes
YBS,small_airport,Opapimiskan Lake Airport,no
YNO,small_airport,North Spirit Lake Airport,yes
CKR,small_airport,Crane Island Airstrip,no
CKU,small_airport,Cordova Municipal Airport,no
YDW,small_airport,North of Sixty Airport,no
CKX,small_airport,Chicken Airport,yes
CMT,small_airport,New Cametá Airport,no
CMZ,small_airport,Caia Airport,no
ZKL,small_airport,Zigong Fengming Airport,no
BZX,small_airport,Bazhong Enyang Airport,yes
DFA,small_airport,Shangluo Airport,no
HSC,medium_airport,Shaoguan Danxia Airport,yes
JGS,medium_airport,Jinggangshan Airport,yes
JNH,medium_airport,Jiaxing Airport / Jiaxing Air Base,no
DWS,small_airport,Morin Dawa Banner Airport,no
LCT,small_airport,Shijiazhuang Luancheng Airport,no
WHN,medium_airport,Wuhan Hannan Municipal Airport,no
NAY,medium_airport,Beijing Nanjiao Airport,no
PFA,small_airport,Harbin Pingfang Airport,no
PNJ,small_airport,Penglai Shahekou Airport,no
CBZ,small_airport,Binzhou Dagao General Aviation Airport,no
DDR,medium_airport,Rikaze Dingri Airport,yes
HQL,medium_airport,Tashikuergan Hongqilafu Airport,yes
HEW,small_airport,Dongyang Hengdian General Airport,no
JDE,small_airport,Jiande Qiandaohu General Airport,no
HLJ,small_airport,Zhaodong Beidahuang General Airport,no
TYC,small_airport,Taiyuan Yaocheng Airport,no
WRH,small_airport,Wuerhe Airport,no
JRJ,small_airport,Ganzhou Ruijin Airport,no
APJ,medium_airport,Ali Pulan Airport,no
ZFL,small_airport,Zhaosu Tianma Airport,yes
YEH,small_airport,Yinchuan Yueyahu Airport,no
LCS,small_airport,Longchuan Guangsong Airport,no
LFH,small_airport,Lanping Fenghua General Airport,no
ZGN,seaplane_base,Zhongshan Ferry Port,no
BZJ,small_airport,Bozhou Airport (under construction),no
BKV,small_airport,Bailing Airport,no
HJB,small_airport,Hejing Bayinbuluke Airport,yes
OTQ,small_airport,Otog Front Banner Oljoq Airport,no
JBK,small_airport,Qitai Jiangbulake Airport,yes
LIJ,small_airport,Lishui Airport,no
YHJ,small_airport,Nanchang Yaohu Airport,no
OTO,small_airport,Otog Banner Wulan Airport,no
BFY,medium_airport,Bengbu Tenghu Airport (U.C.),no
XBE,small_airport,Bearskin Lake Airport,yes
YNP,small_airport,Natuashish Airport,yes
YWR,seaplane_base,White River Seaplane Base,no
YPD,small_airport,Parry Sound Area Municipal Airport,no
XBR,small_airport,Brockville - Thousand Islands Regional Tackaberry Airport,no
KIF,small_airport,Kingfisher Lake Airport,yes
LCR,small_airport,Virgilio Barco Vargas (La Chorrera) Airport,yes
YEB,small_airport,Bar River Airport,no
CPI,small_airport,Cape Orford Airport,no
YSI,seaplane_base,Parry Sound/Frying Pan Island-Sans Souci Seaplane Base,no
KEW,small_airport,Keewaywin Airport,yes
ACO,small_airport,Cóbano Airport,no
KFM,small_airport,Kirby Lake Airport,no
YSA,small_airport,Sable Island Airport.,no
YLS,small_airport,Lebel-sur-Quevillon Airport,no
YNX,small_airport,Snap Lake Airport,no
SSQ,small_airport,La Sarre Airport,no
YKU,small_airport,Chisasibi Airport,yes
ZTB,small_airport,Tête-à-la-Baleine Airport,yes
ZKG,small_airport,Kégashka Airport,yes
YWQ,seaplane_base,Chute-Des-Passes/Lac Margane Seaplane Base,no
CTP,small_airport,Carutapera Airport,no
YAU,small_airport,Donaldson Airport,no
ZGS,small_airport,La Romaine Airport,yes
YFG,small_airport,Fontanges Airport,no
ZLT,small_airport,La Tabatière Airport,yes
CUJ,small_airport,Culion Airport,no
CVL,small_airport,Cape Vogel Airport,no
CXC,small_airport,Chitina Airport,no
YAB,small_airport,Arctic Bay Airport,yes
YAC,small_airport,Cat Lake Airport,yes
YAR,small_airport,La Grande-3 Airport,no
YAG,medium_airport,Fort Frances Municipal Airport,yes
YAH,medium_airport,La Grande-4 Airport,no
YAL,small_airport,Alert Bay Airport,yes
YAM,medium_airport,Sault Ste Marie Airport,yes
XKS,medium_airport,Kasabonika Airport,yes
YKG,small_airport,Kangirsuk Airport,yes
YAT,small_airport,Attawapiskat Airport,yes
YAY,medium_airport,St. Anthony Airport,yes
YAZ,medium_airport,Tofino / Long Beach Airport,yes
YBA,small_airport,Banff Airport,no
YBB,small_airport,Kugaaruk Airport,yes
YBC,medium_airport,Baie-Comeau Airport,yes
QBC,medium_airport,Bella Coola Airport,yes
YBE,small_airport,Uranium City Airport,yes
YBY,medium_airport,Bonnyville Airport,yes
YBG,medium_airport,CFB Bagotville / Saguenay-Bagotville Airport,yes
YBK,medium_airport,Baker Lake Airport,yes
YBL,medium_airport,Campbell River Airport,yes
XTL,small_airport,Tadoule Lake Airport,yes
YBR,medium_airport,Brandon Municipal Airport,yes
YBT,small_airport,Brochet Airport,yes
YBV,small_airport,Berens River Airport,yes
YBX,medium_airport,Lourdes-de-Blanc-Sablon Airport,yes
YRF,small_airport,Cartwright Airport,yes
YCB,medium_airport,Cambridge Bay Airport,yes
YCC,medium_airport,Cornwall Regional Airport,no
YCD,medium_airport,Nanaimo Airport,yes
YCE,medium_airport,Centralia / James T. Field Memorial Aerodrome,no
YCG,medium_airport,Castlegar/West Kootenay Regional Airport,yes
YCH,medium_airport,Miramichi Airport,no
XCM,small_airport,Chatham Kent Airport,no
YCL,medium_airport,Charlo Airport,yes
YCN,medium_airport,Cochrane Airport,no
YCO,small_airport,Kugluktuk Airport,yes
YCQ,medium_airport,Chetwynd Airport,no
YCR,small_airport,Cross Lake (Charlie Sinclair Memorial) Airport,yes
YCS,small_airport,Chesterfield Inlet Airport,yes
YCT,small_airport,Coronation Airport,no
YCW,small_airport,Chilliwack Airport,no
YCY,small_airport,Clyde River Airport,yes
YCZ,small_airport,Fairmont Hot Springs Airport,no
YDA,medium_airport,Dawson City Airport,yes
YDB,medium_airport,Burwash Airport,no
YDF,medium_airport,Deer Lake Airport,yes
YDL,small_airport,Dease Lake Airport,yes
XRR,medium_airport,Ross River Airport,no
YDN,medium_airport,Dauphin Barker Airport,yes
YDO,medium_airport,Dolbeau-Saint-Felicien Airport,no
YDP,small_airport,Nain Airport,yes
YDQ,medium_airport,Dawson Creek Airport,no
YEG,large_airport,Edmonton International Airport,yes
YEK,small_airport,Arviat Airport,yes
YEL,medium_airport,Elliot Lake Municipal Airport,no
YEM,medium_airport,Manitoulin East Municipal Airport,no
YEN,medium_airport,Estevan Airport,no
YER,small_airport,Fort Severn Airport,yes
YET,medium_airport,Edson Airport,no
YEU,small_airport,Eureka Airport,no
YEV,medium_airport,Inuvik Mike Zubko Airport,yes
YEY,medium_airport,Amos/Magny Airport,no
YFA,small_airport,Fort Albany Airport,yes
YFB,medium_airport,Iqaluit Airport,yes
YFC,medium_airport,Fredericton Airport,yes
YFE,medium_airport,Forestville Airport,no
YFH,small_airport,Fort Hope Airport,yes
YTM,medium_airport,Mont-Tremblant International Airport,no
YFO,small_airport,Flin Flon Airport,yes
YFR,medium_airport,Fort Resolution Airport,no
YFS,medium_airport,Fort Simpson Airport,yes
YMN,small_airport,Makkovik Airport,yes
YGB,small_airport,Texada Gillies Bay Airport,no
YGH,small_airport,Fort Good Hope Airport,yes
YGK,medium_airport,Kingston Norman Rogers Airport,no
YGL,medium_airport,La Grande Rivière Airport,yes
YGM,medium_airport,Gimli Industrial Park Airport,no
YGO,small_airport,Gods Lake Narrows Airport,yes
YGP,medium_airport,Michel-Pouliot Gaspé Airport,yes
YGQ,medium_airport,Geraldton Greenstone Regional Airport,no
YGR,medium_airport,Îles-de-la-Madeleine Airport,yes
YGT,small_airport,Igloolik Airport,yes
YGV,medium_airport,Havre-Saint-Pierre Airport,yes
YGW,medium_airport,Kuujjuarapik Airport,yes
YGX,small_airport,Gillam Airport,yes
YGZ,small_airport,Grise Fiord Airport,yes
YQC,small_airport,Quaqtaq Airport,yes
YHB,small_airport,Hudson Bay Airport,no
CXH,seaplane_base,Vancouver Harbour Water Aerodrome,yes
YHD,medium_airport,Dryden Regional Airport,no
YHE,small_airport,Hope Airport / FVRD Regional Airpark,no
YHF,medium_airport,Hearst René Fontaine Municipal Airport,no
YNS,small_airport,Nemiscau Airport,yes
YHI,small_airport,Ulukhaktok Holman Airport,yes
YHK,small_airport,Gjoa Haven Airport,yes
YHM,medium_airport,John C. Munro Hamilton International Airport,yes
YHN,medium_airport,Hornepayne Municipal Airport,no
YHO,small_airport,Hopedale Airport,yes
YHP,small_airport,Poplar Hill Airport,yes
YHR,small_airport,Chevery Airport,yes
YHT,medium_airport,Haines Junction Airport,no
YHU,medium_airport,Montréal / Saint-Hubert Metropolitan Airport,yes
YHY,medium_airport,Hay River / Merlyn Carter Airport,yes
YHZ,large_airport,Halifax / Stanfield International Airport,yes
YIB,medium_airport,Atikokan Municipal Airport,no
YDG,medium_airport,Digby / Annapolis Regional Airport,no
YIF,medium_airport,St Augustin Airport,yes
YIK,small_airport,Ivujivik Airport,yes
YIO,small_airport,Pond Inlet Airport,yes
YIV,medium_airport,Island Lake Airport,yes
YJA,small_airport,Jasper Airport,no
YJF,medium_airport,Fort Liard Airport,no
YJN,medium_airport,St Jean Airport,no
YJT,medium_airport,Dymond Airport,no
YKA,medium_airport,Kamloops John Moose Fulton Field Regional Airport,yes
YKC,small_airport,Collins Bay Airport,no
LAK,small_airport,Aklavik/Freddie Carmichael Airport,yes
YKF,medium_airport,Region of Waterloo International Airport,yes
YWB,small_airport,Kangiqsujuaq (Wakeham Bay) Airport,yes
YKJ,medium_airport,Key Lake Airport,no
YKL,medium_airport,Schefferville Airport,yes
YKD,medium_airport,Kincardine Municipal Airport,no
AKV,small_airport,Akulivik Airport,yes
YOG,small_airport,Ogoki Post Airport,yes
YKQ,small_airport,Waskaganish Airport,yes
YKX,medium_airport,Kirkland Lake Airport,no
YKY,medium_airport,Kindersley Airport,no
YPJ,small_airport,Aupaluk Airport,yes
YLB,small_airport,Lac La Biche Airport,no
YLC,small_airport,Kimmirut Airport,yes
YLD,medium_airport,Chapleau Airport,no
YLH,small_airport,Lansdowne House Airport,yes
YLJ,medium_airport,Meadow Lake Airport,no
YSG,small_airport,Lutselk'e Airport,yes
YLL,medium_airport,Lloydminster Airport,yes
YLQ,small_airport,La Tuque Airport,no
YLR,medium_airport,Leaf Rapids Airport,no
YLK,medium_airport,Barrie-Lake Simcoe Regional Airport,yes
YLT,medium_airport,Alert Airport,no
XGR,small_airport,Kangiqsualujjuaq (Georges River) Airport,yes
YLW,medium_airport,Kelowna International Airport,yes
CYM,seaplane_base,Chatham Seaplane Base,yes
YMA,medium_airport,Mayo Airport,no
YME,medium_airport,Matane Airport,no
YMG,medium_airport,Manitouwadge Airport,no
YMH,small_airport,Mary's Harbour Airport,yes
YMJ,medium_airport,Moose Jaw Air Vice Marshal C. M. McEwen Airport,no
YML,medium_airport,Charlevoix Airport,no
YMM,medium_airport,Fort McMurray Airport,yes
YMO,medium_airport,Moosonee Airport,yes
YMT,medium_airport,Chapais Airport,yes
YUD,small_airport,Umiujaq Airport,yes
YMW,small_airport,Maniwaki Airport,no
YMX,medium_airport,Montreal International (Mirabel) Airport,no
YNA,medium_airport,Natashquan Airport,yes
YNC,small_airport,Wemindji Airport,yes
YND,medium_airport,Ottawa / Gatineau Airport,yes
YNE,small_airport,Norway House Airport,yes
YNH,small_airport,Hudson's Hope Airport,no
YLY,medium_airport,Langley Airport,no
YNL,medium_airport,Points North Landing Airport,yes
YNM,medium_airport,Matagami Airport,no
HZP,small_airport,Fort Mackay / Horizon Airport,no
YOA,medium_airport,Ekati Airport,no
YOC,small_airport,Old Crow Airport,yes
YOD,medium_airport,CFB Cold Lake,no
YOH,small_airport,Oxford House Airport,yes
YOJ,medium_airport,High Level Airport,yes
YOO,medium_airport,Oshawa Executive Airport,no
YOP,medium_airport,Rainbow Lake Airport,no
YOS,medium_airport,Owen Sound / Billy Bishop Regional Airport,no
YOW,large_airport,Ottawa Macdonald-Cartier International Airport,yes
YPA,medium_airport,Prince Albert Glass Field,yes
YPC,small_airport,Paulatuk (Nora Aliqatchialuk Ruben) Airport,yes
YPS,medium_airport,Port Hawkesbury Airport,no
YPE,medium_airport,Peace River Airport,yes
YPG,medium_airport,Portage-la-Prairie / Southport Airport,no
YPH,small_airport,Inukjuak Airport,yes
YPL,medium_airport,Pickle Lake Airport,yes
YPM,small_airport,Pikangikum Airport,yes
YPN,medium_airport,Port-Menier Airport,yes
YPO,small_airport,Peawanuck Airport,yes
YPQ,medium_airport,Peterborough Municipal Airport,no
YPR,medium_airport,Prince Rupert Airport,yes
YPW,medium_airport,Powell River Airport,yes
YPX,medium_airport,Puvirnituq Airport,yes
YPY,medium_airport,Fort Chipewyan Airport,yes
YPZ,medium_airport,Burns Lake Airport,yes
YQA,medium_airport,Muskoka Airport,yes
YQB,large_airport,Quebec Jean Lesage International Airport,yes
YQD,medium_airport,The Pas Airport,yes
YQF,medium_airport,Red Deer Regional Airport,no
YQG,medium_airport,Windsor Airport,yes
YQH,medium_airport,Watson Lake Airport,yes
YQI,medium_airport,Yarmouth Airport,no
YQK,medium_airport,Kenora Airport,yes
YQL,medium_airport,Lethbridge County Airport,yes
YQM,medium_airport,Greater Moncton Roméo LeBlanc International Airport,yes
YQN,medium_airport,Nakina Airport,yes
YQQ,medium_airport,Comox Valley Airport / CFB Comox,yes
YQR,medium_airport,Regina International Airport,yes
YQS,medium_airport,St Thomas Municipal Airport,no
YQT,medium_airport,Thunder Bay Airport,yes
YQU,medium_airport,Grande Prairie Airport,yes
YQV,medium_airport,Yorkton Municipal Airport,no
YQW,medium_airport,North Battleford Airport,no
YQX,medium_airport,Gander International Airport / CFB Gander,yes
YQY,medium_airport,Sydney / J.A. Douglas McCurdy Airport,yes
YQZ,medium_airport,Quesnel Airport,yes
YRA,small_airport,Rae Lakes Airport,yes
YRB,medium_airport,Resolute Bay Airport,yes
YRI,medium_airport,Rivière-du-Loup Airport,no
YRJ,medium_airport,Roberval Airport,yes
YRL,medium_airport,Red Lake Airport,yes
YRM,small_airport,Rocky Mountain House Airport,no
YRO,medium_airport,Ottawa / Rockcliffe Airport,no
YRQ,medium_airport,Trois-Rivières Airport,no
YRS,small_airport,Red Sucker Lake Airport,yes
YRT,medium_airport,Rankin Inlet Airport,yes
YRV,medium_airport,Revelstoke Airport,no
YSB,medium_airport,Sudbury Airport,yes
YSC,medium_airport,Sherbrooke Airport,no
YSD,heliport,Canadian Forces Base Suffield Heliport,no
YSE,small_airport,Squamish Airport,no
YSF,medium_airport,Stony Rapids Airport,yes
YSH,medium_airport,Smiths Falls-Montague (Russ Beach) Airport,no
YSJ,medium_airport,Saint John Airport,yes
YSK,small_airport,Sanikiluaq Airport,yes
YSL,medium_airport,Saint-Léonard Airport,no
YSM,medium_airport,Fort Smith Airport,yes
YCM,medium_airport,Niagara District Airport,yes
YSP,medium_airport,Marathon Airport,no
YST,small_airport,St. Theresa Point Airport,yes
YSU,medium_airport,Summerside Airport,no
YSY,small_airport,Sachs Harbour (David Nasogaluak Jr. Saaryuaq) Airport,yes
YTA,medium_airport,Pembroke Airport,no
YTE,small_airport,Cape Dorset Airport,yes
YTF,medium_airport,Alma Airport,no
YTH,medium_airport,Thompson Airport,yes
YTL,small_airport,Big Trout Lake Airport,yes
YTQ,small_airport,Tasiujaq Airport,yes
YTR,medium_airport,CFB Trenton,no
YTS,medium_airport,Timmins/Victor M. Power,yes
YTZ,medium_airport,Billy Bishop Toronto City Centre Airport,yes
YUB,small_airport,Tuktoyaktuk / James Gruben Airport,no
YUL,large_airport,Montreal / Pierre Elliott Trudeau International Airport,yes
YUT,small_airport,Naujaat Airport,yes
YUX,medium_airport,Hall Beach Airport,yes
YUY,medium_airport,Rouyn Noranda Airport,yes
YVB,medium_airport,Bonaventure Airport,yes
YVC,medium_airport,La Ronge Airport,yes
YVG,small_airport,Vermilion Airport,no
YVE,medium_airport,Vernon Regional Airport,no
YCK,small_airport,Tommy Kochon Airport,yes
YVM,small_airport,Qikiqtarjuaq Airport,yes
YVO,medium_airport,Val-d'Or Airport,yes
YVP,medium_airport,Kuujjuaq Airport,yes
YVQ,medium_airport,Norman Wells Airport,yes
YVR,large_airport,Vancouver International Airport,yes
YVT,small_airport,Buffalo Narrows Airport,no
YVV,medium_airport,Wiarton Airport,yes
YVZ,small_airport,Deer Lake Airport,yes
YWA,heliport,Petawawa Heliport,no
YFJ,small_airport,Wekweètì Airport,yes
YWG,large_airport,Winnipeg / James Armstrong Richardson International Airport,yes
YWH,seaplane_base,Victoria Harbour Seaplane Base,yes
YWJ,small_airport,Déline Airport,yes
YWK,medium_airport,Wabush Airport,yes
YWL,medium_airport,Williams Lake Airport,yes
YWP,small_airport,Webequie Airport,yes
YWY,medium_airport,Wrigley Airport,no
YXC,medium_airport,Cranbrook/Canadian Rockies International Airport,yes
YXE,medium_airport,Saskatoon John G. Diefenbaker International Airport,yes
YXH,medium_airport,Medicine Hat Regional Airport,yes
YXJ,medium_airport,Fort St John / North Peace Regional Airport,yes
YXK,medium_airport,Rimouski Airport,yes
YXL,medium_airport,Sioux Lookout Airport,yes
YXN,small_airport,Whale Cove Airport,yes
YXP,small_airport,Pangnirtung Airport,yes
YXQ,medium_airport,Beaver Creek Airport,no
YXR,medium_airport,Earlton (Timiskaming Regional) Airport,no
YXS,medium_airport,Prince George Airport,yes
YXT,medium_airport,Northwest Regional Airport Terrace-Kitimat,yes
YXU,medium_airport,London Airport,yes
YXX,medium_airport,Abbotsford International Airport,yes
YXY,medium_airport,Whitehorse / Erik Nielsen International Airport,yes
YXZ,medium_airport,Wawa Airport,no
YYB,medium_airport,North Bay Jack Garland Airport,yes
YYC,large_airport,Calgary International Airport,yes
YYD,medium_airport,Smithers Airport,yes
YYE,medium_airport,Fort Nelson Airport,yes
YYF,medium_airport,Penticton Airport,yes
YYG,medium_airport,Charlottetown Airport,yes
YYH,small_airport,Taloyoak Airport,yes
YYJ,medium_airport,Victoria International Airport,yes
YYL,medium_airport,Lynn Lake Airport,yes
YYM,small_airport,Cowley Airport,no
